Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Nico,70791313,SR,Royal Magical Library,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (max. 3). You can remove 3 Spell Counters from this card; draw 1 card.",0,2000,4,Spellcaster,LIGHT,,"DR1-EN129,MFC-074,SD6-EN010,SYE-023,SDSC-EN013,OP07-EN004,","Dark Revelation Volume 1,Magician's Force,Structure Deck: Spellcaster's Judgment,Starter Deck: Yugi Evolution,Spellcaster's Command Structure Deck,OTS Tournament Pack 7,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/70791313.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/70791313.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,70791313,SR,Royal Magical Library,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (max. 3). You can remove 3 Spell Counters from this card; draw 1 card.",0,2000,4,Spellcaster,LIGHT,,"DR1-EN129,MFC-074,SD6-EN010,SYE-023,SDSC-EN013,OP07-EN004,","Dark Revelation Volume 1,Magician's Force,Structure Deck: Spellcaster's Judgment,Starter Deck: Yugi Evolution,Spellcaster's Command Structure Deck,OTS Tournament Pack 7,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/70791313.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/70791313.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,93016201,SR,Royal Oppression,Trap Card,"Either player can pay 800 Life Points to negate the Special Summon of a monster(s), and/or an effect that Special Summons a monster(s), and destroy those cards.",,,,Continuous,,,"LOD-091,DB2-EN200,CP08-EN013,GLD4-EN047,DT04-EN048,LOD-EN091,","Legacy of Darkness,Dark Beginning 2,Champion Pack: Game Eight,Gold Series 4: Pyramids Edition,Duel Terminal 4,Legacy of Darkness,",Banned,Banned,,https://storage.googleapis.com/ygoprodeck.com/pics/93016201.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/93016201.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,72405967,C,Royal Tribute,Spell Card,"If you control ""Necrovalley"": Both players discard any monsters in their hands.",,,,Normal,,Gravekeeper's,"DR1-EN039,PGD-091,DL11-EN017,LCYW-EN195,","Dark Revelation Volume 1,Pharaonic Guardian,Duelist League 2 participation cards,Legendary Collection 3: Yugi's World Mega Pack,",,Limited,,https://storage.googleapis.com/ygoprodeck.com/pics/72405967.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/72405967.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,49868263,FUSION,Ryu Senshi,Fusion Monster,"""Warrior Dai Grepher"" + ""Spirit Ryu""\nA Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. As long as this card remains face-up on the field, negate the effect of a Normal Trap Card by paying 1000 Life Points. Negate the effects of a Spell Card that targets this card and destroy it.",2000,1200,6,Warrior,EARTH,,"DB2-EN139,TP6-EN011,LOD-019,LOD-EN019,","Dark Beginning 2,Tournament Pack 6,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/49868263.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/49868263.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,42647539,R,Ryu-Kishin Clown,Effect Monster,"When this card is Summoned (including Flip Summon and Special Summon), select 1 face-up monster on the field and change its battle position.",800,500,2,Fiend,DARK,,"LOD-007,LOD-EN007,","Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/42647539.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/42647539.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,56120475,UR,Sakuretsu Armor,Trap Card,When an opponent's monster declares an attack: Target the attacking monster; destroy that target.,,,,Normal,,,"5DS3-EN035,5DS1-EN037,YSDS-EN035,SDDE-EN033,YSD-EN037,YSDJ-EN036,SDWS-EN034,SD10-EN033,DR1-EN264,DCR-102,SDRL-EN036,DEM2-EN018,YSKR-EN043,SD8-EN034,YS14-EN032,DL09-EN018,LCYW-EN288,DCR-EN102,CP01-EN004,","Starter Deck: Duelist Toolbox,Starter Deck: Yu-Gi-Oh! 5D's,Starter Deck: Syrus Truesdale,The Dark Emperor Structure Deck,Starter Deck 2006,Starter Deck: Jaden Yuki,Warriors' Strike Structure Deck,Structure Deck: Machine Re-Volt,Dark Revelation Volume 1,Dark Crisis,Rise of the Dragon Lords Structure Deck,Demo Deck 2015,Starter Deck: Kaiba Reloaded,Structure Deck: Lord of the Storm,Super Starter: Space-Time Showdown,Duelist League 2010 participation cards,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Champion Pack: Game One,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/56120475.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/56120475.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,16222645,SR,Sasuke Samurai,Effect Monster,"At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster.",500,800,2,Warrior,WIND,,"LCJW-EN034,DB2-EN216,PGD-015,5DS2-EN010,","Legendary Collection 4: Joey's World Mega Pack,Dark Beginning 2,Pharaonic Guardian,Starter Deck: Yu-Gi-Oh! 5D's 2009,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/16222645.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/16222645.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,11760174,C,Sasuke Samurai 2,Effect Monster,"Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.",200,300,1,Warrior,WIND,,"DCR-059,DR1-EN221,DCR-EN059,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/11760174.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/11760174.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,10352095,R,Scroll of Bewitchment,Spell Card,Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.,,,,Equip,,,"DB1-EN243,LON-048,LON-E048,LON-EN048,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/10352095.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/10352095.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,36562627,C,Second Coin Toss,Spell Card,"When a coin toss is performed, you can choose to redo the coin toss. (If the toss involved multiple coin flips, redo all of them.) You can only use the effect of ""Second Coin Toss"" once per turn.",,,,Continuous,,,"LCJW-EN268,DB2-EN192,LOD-083,LOD-EN083,","Legendary Collection 4: Joey's World Mega Pack,Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/36562627.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/36562627.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,19086954,C,Second Goblin,Union Effect Monster,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Giant Orc"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",100,100,1,Fiend,DARK,,"DR1-EN068,MFC-013,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/19086954.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/19086954.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,19086954,C,Second Goblin,Union Effect Monster,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Giant Orc"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",100,100,1,Fiend,DARK,,"DR1-EN068,MFC-013,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/19086954.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/19086954.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,27053506,R,Secret Barrel,Trap Card,Inflict 200 damage to your opponent for each card in their hand and for each card they control.,,,,Normal,,,"5DS3-EN034,DEM1-EN017,MFC-046,DR1-EN101,","Starter Deck: Duelist Toolbox,Demo Pack,Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/27053506.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/27053506.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,27053506,R,Secret Barrel,Trap Card,Inflict 200 damage to your opponent for each card in their hand and for each card they control.,,,,Normal,,,"5DS3-EN034,DEM1-EN017,MFC-046,DR1-EN101,","Starter Deck: Duelist Toolbox,Demo Pack,Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/27053506.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/27053506.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,77876207,C,Secret Pass to the Treasures,Spell Card,"Select 1 face-up monster with an ATK equal to 1000 points or less on your side of the field. During the turn this card is activated, the selected monster can attack your opponent's Life Points directly.",,,,Normal,,,"DB2-EN234,PGD-037,","Dark Beginning 2,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/77876207.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/77876207.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,60391791,C,Senri Eye,Spell Card,"Once per turn, during each of your Standby Phases, you can pay 100 Life Points to look at 1 card on the top of your opponent's Deck and return it to its original position. Your opponent cannot look at the card.",,,,Continuous,,,"MFC-089,DR1-EN144,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60391791.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60391791.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,60391791,C,Senri Eye,Spell Card,"Once per turn, during each of your Standby Phases, you can pay 100 Life Points to look at 1 card on the top of your opponent's Deck and return it to its original position. Your opponent cannot look at the card.",,,,Continuous,,,"MFC-089,DR1-EN144,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60391791.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60391791.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,71829750,SR,Serpentine Princess,Effect Monster,"If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or lower monster from your Deck to your side of the field. Then shuffle your Deck.",1400,2000,4,Reptile,WATER,,"DB2-EN167,LOD-057,LOD-EN057,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/71829750.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/71829750.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,2792265,C,Servant of Catabolism,Effect Monster,This monster may attack your opponent's Life Points directly.,700,500,3,Aqua,LIGHT,,"PGD-012,","Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/2792265.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/2792265.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,37620434,R,Shadow Tamer,Flip Effect Monster,"(This card is always treated as an ""Archfiend"" card.)\nFLIP: Target 1 Fiend-Type monster your opponent controls; take control of that target until the End Phase.",800,700,3,Warrior,EARTH,Archfiend,"DB2-EN144,LCJW-EN239,LOD-025,LOD-EN025,","Dark Beginning 2,Legendary Collection 4: Joey's World Mega Pack,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/37620434.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/37620434.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,9603356,SR,Shadowknight Archfiend,Effect Monster,"The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. The Battle Damage this card inflicts to your opponent is halved.",2000,1600,4,Fiend,WIND,Archfiend,"DR1-EN230,DCR-068,DCR-EN068,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/9603356.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/9603356.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,4035199,C,Shapesnatch,Normal Monster,"A bow tie with horrible power, it attacks an opponent by controlling others.",1200,1700,5,Machine,DARK,,"PGD-002,","Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/4035199.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/4035199.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,86327225,SR,"Shinato, King of a Higher Plane",Ritual Effect Monster,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Shinato's Ark"". You must also Tribute monsters whose total Level equal 8 or more from the field or your hand. When this card destroys a Defense Position monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the original ATK of the destroyed monster.",3300,3000,8,Fairy,LIGHT,,"DCR-016,DR1-EN178,DCR-EN016,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/86327225.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/86327225.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,60365591,R,Shinato's Ark,Spell Card,"This card is used to Ritual Summon ""Shinato, King of a Higher Plane"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.",,,,Ritual,,,"DCR-029,DR1-EN191,DCR-EN029,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60365591.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60365591.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,87303357,R,Shining Abyss,Normal Monster,This monster employs the powers of both Light and Darkness.,1600,1800,4,Fairy,LIGHT,,"DB1-EN212,LON-009,LON-E009,LON-EN009,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/87303357.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/87303357.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,95638658,R,Shooting Star Bow - Ceal,Spell Card,"The equipped monster loses 1000 ATK, but it can attack your opponent directly.",,,,Equip,,Guardian,"DR1-EN195,LCYW-EN137,DCR-033,DCR-EN033,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/95638658.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/95638658.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,82732705,UR,Skill Drain,Trap Card,Activate by paying 1000 Life Points. The effects of all face-up monsters on the field are negated while those monsters are face-up on the field (but their effects can still be activated).,,,,Continuous,,,"DCR-049,GLD1-EN044,BP01-EN053,DR1-EN211,BP01-EN053,DCR-EN049,DT03-EN098,TU08-EN001,","Dark Crisis,Gold Series,Battle Pack: Epic Dawn,Dark Revelation Volume 1,Battle Pack: Epic Dawn,Dark Crisis,Duel Terminal 3,Turbo Pack: Booster Eight,",Limited,,,https://storage.googleapis.com/ygoprodeck.com/pics/82732705.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/82732705.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,73752131,SR,Skilled Dark Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Dark Magician"" from your hand, Deck, or Graveyard.",1900,1700,4,Spellcaster,DARK,Dark Magician,"YSYR-EN013,LEDD-ENA06,SD6-EN006,TP7-EN012,YGLD-ENC19,SDSC-EN007,SDMY-EN021,DR1-EN120,DL15-EN001,MFC-065,","Starter Deck: Yugi Reloaded,Legendary Dragon Decks,Structure Deck: Spellcaster's Judgment,Tournament Pack 7,Yugi's Legendary Decks,Spellcaster's Command Structure Deck,Structure Deck: Yugi Muto,Dark Revelation Volume 1,Duelist League 15 participation cards,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/73752131.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/73752131.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,73752131,SR,Skilled Dark Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Dark Magician"" from your hand, Deck, or Graveyard.",1900,1700,4,Spellcaster,DARK,Dark Magician,"YSYR-EN013,LEDD-ENA06,SD6-EN006,TP7-EN012,YGLD-ENC19,SDSC-EN007,SDMY-EN021,DR1-EN120,DL15-EN001,MFC-065,","Starter Deck: Yugi Reloaded,Legendary Dragon Decks,Structure Deck: Spellcaster's Judgment,Tournament Pack 7,Yugi's Legendary Decks,Spellcaster's Command Structure Deck,Structure Deck: Yugi Muto,Dark Revelation Volume 1,Duelist League 15 participation cards,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/73752131.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/73752131.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,46363422,SR,Skilled White Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Buster Blader"" from your hand, Deck, or Graveyard.",1700,1900,4,Spellcaster,LIGHT,,"YSYR-EN012,YGLD-ENC20,TP7-EN013,SDMY-EN022,BP01-EN131,BP01-EN131,MFC-064,DR1-EN119,","Starter Deck: Yugi Reloaded,Yugi's Legendary Decks,Tournament Pack 7,Structure Deck: Yugi Muto,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/46363422.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/46363422.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,46363422,SR,Skilled White Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Buster Blader"" from your hand, Deck, or Graveyard.",1700,1900,4,Spellcaster,LIGHT,,"YSYR-EN012,YGLD-ENC20,TP7-EN013,SDMY-EN022,BP01-EN131,BP01-EN131,MFC-064,DR1-EN119,","Starter Deck: Yugi Reloaded,Yugi's Legendary Decks,Tournament Pack 7,Structure Deck: Yugi Muto,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/46363422.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/46363422.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,61370518,UR,Skull Archfiend of Lightning,Effect Monster,"During each of your Standby Phases, you must pay 500 Life Points (this is not optional), or this card is destroyed. Before resolving an opponent's card effect that targets this card, roll a six-sided die, negate the effect if you roll 1, 3 or 6, and if you do, destroy that card.",2500,1200,6,Fiend,DARK,Archfiend,"BP01-EN006,BP01-EN006,DR1-EN235,DCR-073,DCR-EN073,","Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/61370518.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61370518.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,15653824,C,Skull Knight 2,Effect Monster,"If you Tribute Summon a Fiend-Type monster by Tributing this monster, Special Summon 1 ""Skull Knight #2"" from your Deck. Then shuffle your Deck.",1000,1200,3,Fiend,DARK,,"DB2-EN129,LOD-006,LOD-EN006,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/15653824.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15653824.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,6733059,SR,Skull Lair,Trap Card,Remove from play any number of Monster Cards in your Graveyard to destroy 1 face-up monster on the field whose Level is equal to the number of the cards you removed from play.,,,,Continuous,,,"DB2-EN016,LON-082,LON-E082,LON-EN082,","Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/6733059.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/6733059.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,63789924,R,Smoke Grenade of the Thief,Spell Card,"When this Equip Spell Card is active and is destroyed by a card effect, look at your opponent's hand. Select 1 card from their hand and discard it to the Graveyard.",,,,Equip,,,"LOD-080,DB2-EN189,LOD-EN080,","Legacy of Darkness,Dark Beginning 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/63789924.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/63789924.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,84696266,R,Sonic Duck,Normal Monster,"A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control.",1700,700,3,Winged Beast,WIND,,"DR1-EN112,MFC-057,YSDJ-EN004,SD8-EN003,DEM2-EN009,","Dark Revelation Volume 1,Magician's Force,Starter Deck: Jaden Yuki,Structure Deck: Lord of the Storm,Demo Deck 2015,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84696266.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84696266.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,84696266,R,Sonic Duck,Normal Monster,"A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control.",1700,700,3,Winged Beast,WIND,,"DR1-EN112,MFC-057,YSDJ-EN004,SD8-EN003,DEM2-EN009,","Dark Revelation Volume 1,Magician's Force,Starter Deck: Jaden Yuki,Structure Deck: Lord of the Storm,Demo Deck 2015,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84696266.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84696266.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,76297408,C,Soul Demolition,Trap Card,You can only activate this card's effect when you have a Fiend-Type monster on your side of the field. Pay 500 Life Points to use this effect. Both players select 1 Monster Card from their opponent's Graveyard. Remove the selected cards from play.,,,,Continuous,,,"DB2-EN135,LOD-014,LOD-EN014,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/76297408.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/76297408.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,77527210,SR,Soul of Purity and Light,Effect Monster,This card cannot be Normal Summoned or Normal Set. This card can only be Special Summoned by removing from play 2 LIGHT monsters in your Graveyard. All monsters your opponent controls lose 300 ATK during their Battle Phase only.,2000,1800,6,Fairy,LIGHT,,"CP06-EN016,DB2-EN005,LON-066,SDLS-EN016,LON-EN066,LON-E066,","Champion Pack: Game Six,Dark Beginning 2,Labyrinth of Nightmare,Lost Sanctuary Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/77527210.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/77527210.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,31242786,C,Souleater,Normal Monster,A living wonder of mystery.,1200,0,4,Fish,EARTH,,"PGD-003,","Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/31242786.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/31242786.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,31553716,SR,Spear Dragon,Effect Monster,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks, it is changed to Defense Position at the end of the Damage Step.",1900,0,4,Dragon,WIND,,"RP02-EN057,YSD-EN015,TP6-EN006,SDDL-EN016,DB2-EN152,HL03-EN004,LOD-035,LOD-EN035,","Retro Pack 2,Starter Deck 2006,Tournament Pack 6,Dragunity Legion Structure Deck,Dark Beginning 2,Hobby League 3 participation card D,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/31553716.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/31553716.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,84636823,R,Spell Canceller,Effect Monster,"As long as this card remains face-up on the field, Spell Cards cannot be activated. The effects of all Spell Cards are also negated.",1800,1600,5,Machine,WIND,,"MFC-020,DR1-EN075,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84636823.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84636823.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,84636823,R,Spell Canceller,Effect Monster,"As long as this card remains face-up on the field, Spell Cards cannot be activated. The effects of all Spell Cards are also negated.",1800,1600,5,Machine,WIND,,"MFC-020,DR1-EN075,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84636823.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84636823.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,29228529,C,Spell Reproduction,Spell Card,"Send 2 Spell Cards from your hand to the Graveyard, then target 1 Spell Card in your Graveyard; add that target to your hand.",,,,Normal,,,"DR1-EN245,LCKC-EN045,LCJW-EN101,DCR-083,DCR-EN083,","Dark Revelation Volume 1,Legendary Collection Kaiba Mega Pack,Legendary Collection 4: Joey's World Mega Pack,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/29228529.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/29228529.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
